Districts_N,Area,Category_N,Crop_N,Year,Rainfall,Max_Temp,Min_Temp,Humidity,Wind_Speed,Cloud_Coverage,Bright_Sunshine,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Productions
21,15170,3,3,1973,386.333333333333,33.3,22.8333333333333,84,1.06666666666667,4.03333333333333,6.23333333333333,426172.9,844822.3,25.72,89.26,34,8215
18,0,4,1,1983,45.3333333333333,30.2,16.6333333333333,69.3333333333333,1.86666666666667,1.83333333333333,6.84367816091954,534986.1,472575.7,22.36,90.34,3,0
18,0,4,1,2012,24,30.6,14.8333333333333,82.3333333333333,2.2,1.5,7.03333333333333,534986.1,472575.7,22.36,90.34,3,0
2,109902,2,1,2013,0,30.85,15.95,81.5,1,0.7,7.6,536809.8,510151.9,22.7,90.36,4,126437
18,1860,3,4,1996,299.5,35.85,24.375,84.25,2.275,3,5.1,534986.1,472575.7,22.36,90.34,3,3220
18,0,4,3,2003,423.666666666667,36,25.1666666666667,86.6666666666667,1.23333333333333,5.1,5.43333333333333,534986.1,472575.7,22.36,90.34,3,0
2,20680,3,3,1984,470,35.5666666666667,24.7666666666667,85.6666666666667,1.7,5.7,6.16666666666667,536809.8,510151.9,22.7,90.36,4,13073
4,0,2,5,1974,17,29.65,16.775,74.25,1.825,1.625,8.175,684570.9,471415,22.34,91.79,6,0
1,0,4,3,2003,524.666666666667,35.8666666666667,25.0333333333333,82.6666666666667,1,4.83333333333333,6.56666666666667,684570.9,471415,22.34,91.79,6,0
3,28795,2,2,1975,298.5,35,25.6,87.5,1.4,5.5,6,435303.7,751187.5,24.88,89.36,20,20965
13,129840,2,1,2008,0,30.0666666666667,15.2666666666667,85.6666666666667,0.4,1.06666666666667,6.1,540975.3,737535.8,24.75,90.41,19,125066
13,0,4,1,2008,0,30.0666666666667,15.2666666666667,85.6666666666667,0.4,1.06666666666667,6.1,540975.3,737535.8,24.75,90.41,19,0
16,9450,3,3,1989,204,36.4,25.2,79.3333333333333,1.33333333333333,4.1,6.56666666666667,610851.8,524433.6,22.83,91.08,6,5401
3,0,4,3,1996,289.333333333333,37.9333333333333,24.4,77,1.4,4.2,7,435303.7,751187.5,24.88,89.36,20,0
4,1000,3,3,1979,303,35.3666666666667,25.2,78.6666666666667,4.9,3.86666666666667,7.9,684570.9,471415,22.34,91.79,6,567
15,250870,2,3,1995,310.333333333333,36.2333333333333,24.6666666666667,78,2.33333333333333,4.63333333333333,5.8,540975.3,737535.8,24.75,90.41,19,285928
12,0,4,3,1971,83,34.9,25.1,79,1.2,3.23333333333333,6.86222222222222,456632.4,521635.7,22.8,89.58,4,0
12,99045,1,1,1989,0.333333333333333,30.7,14.2333333333333,78.3333333333333,0.666666666666667,0.666666666666667,8.16666666666667,456632.4,521635.7,22.8,89.58,4,43840
8,16650,3,3,2003,164,37.6666666666667,25.1333333333333,80,1.43333333333333,3.96666666666667,6.76666666666667,483877.3,610719.3,23.61,89.84,9,12030
15,0,5,3,1984,338.666666666667,35.8666666666667,23.9333333333333,79.3333333333333,2.36666666666667,5.5,5.03333333333333,540975.3,737535.8,24.75,90.41,19,0
7,0,5,3,2004,319.333333333333,36.6666666666667,23.3333333333333,81.3333333333333,0.766666666666667,5.1,5.3,365790.2,834718,25.63,88.66,37,0
14,715,3,5,1983,16.5,30.85,13.725,71,1.025,1.775,7.35,420062.7,562498.8,23.17,89.22,7,2354.53416
13,975,3,2,2012,323.5,34.55,26.6,86,2,6.9,4.7,540975.3,737535.8,24.75,90.41,19,615
7,44000,2,2,1994,135,35.95,26.35,80,0.85,4.95,6,365790.2,834718,25.63,88.66,37,19560
3,17770,4,1,1991,37.3333333333333,29.8666666666667,14.0666666666667,79.3333333333333,0.533333333333333,1.2,6.76666666666667,435303.7,751187.5,24.88,89.36,20,10450
3,0,4,1,2012,12.3333333333333,29.6333333333333,13.5333333333333,78.6666666666667,2.2,1.63333333333333,4.53333333333333,435303.7,751187.5,24.88,89.36,20,0
20,325,3,5,1995,61.75,30.175,15.775,76,0.625,1.8,7.725,725903.3,508021.9,22.67,92.2,63,920.42885
3,171740,3,1,1993,3.66666666666667,30.7666666666667,15.2333333333333,75,0.6,1.36666666666667,7.43333333333333,435303.7,751187.5,24.88,89.36,20,112230
6,800,4,2,1988,212,34.65,26.75,84.5,1.75,6.6,4.25,540098.6,629248.4,23.78,90.39,9,465
13,0,4,3,1970,287.666666666667,35.9333333333333,24.1666666666667,75,0.366666666666667,4.7,5.72,540975.3,737535.8,24.75,90.41,19,0
23,3390,3,3,2001,251,34.6,24.0333333333333,80,1.26666666666667,5,6.56666666666667,491982.91,683166,24.15,89.55,10,2230
4,0,1,1,1975,48.3333333333333,32.5,15.5,77,1.16666666666667,1.53333333333333,8.23333333333333,684570.9,471415,22.34,91.79,6,0
22,2382,2,5,2012,13.75,31.625,15.225,74.5,3,2.05,6.9,694533.2,752277.9,24.88,91.93,35,13217.79921
2,15570,3,6,1996,9,30.85,14.25,80.75,0.25,1.4,7.525,536809.8,510151.9,22.7,90.36,4,12445.0799
1,11150,2,1,1990,43,30.2333333333333,17.2,77,0.9,2.06666666666667,6.76666666666667,684570.9,471415,22.34,91.79,6,10560
4,1550,2,5,2011,0,30.625,16.775,70.75,6,1.15,8.028,684570.9,471415,22.34,91.79,6,11897.23183
22,490650,3,3,1975,536.666666666667,34.0666666666667,22.6666666666667,81,1.13333333333333,5.6,7.13333333333333,694533.2,752277.9,24.88,91.93,35,255040
2,110047,2,1,2010,30.3333333333333,30.7666666666667,14.9666666666667,82,0.466666666666667,1.1,6.6,536809.8,510151.9,22.7,90.36,4,126739
12,5840,3,5,1969,7,31.75,16.75,72.5,0.2,0.65,7.62583333333333,456632.4,521635.7,22.8,89.58,4,29558.44265
21,14880,1,1,1994,1,28.2,12.9333333333333,73,0.833333333333333,1.43333333333333,6.9,426172.9,844822.3,25.72,89.26,34,6150
10,372000,1,1,1979,20,30.1666666666667,15.5,71,0.966666666666667,1.56666666666667,7.6,420062.7,562498.8,23.17,89.22,7,146775
19,839230,2,3,2002,171.333333333333,37.6333333333333,24.1666666666667,81.6666666666667,1.56666666666667,4.86666666666667,6.8,353944.9,693386.6,24.35,88.56,20,1120850
17,0,5,3,2005,100.333333333333,40.1666666666667,24.7,74,1.6,4,7.53333333333333,402483.2,667640.8,24.12,89.04,14,0
22,399050,2,3,1994,413,35.2,23,79.3333333333333,1.63333333333333,5.7,5.4,694533.2,752277.9,24.88,91.93,35,367135
22,0,5,3,1999,470,35.9666666666667,23.9,82,1.3,5.73333333333333,5.33333333333333,694533.2,752277.9,24.88,91.93,35,0
16,211887,2,1,2004,8.33333333333333,29.0333333333333,17.2,78.3333333333333,0.466666666666667,0.766666666666667,7.83333333333333,610851.8,524433.6,22.83,91.08,6,161639
20,0,4,2,1999,532,34.7,24.8,88,1.15,6.8,3.15,725903.3,508021.9,22.67,92.2,63,0
11,3580,2,3,1989,204.666666666667,35.8333333333333,24.8666666666667,75,1.23333333333333,3.83333333333333,5.86666666666667,725903.3,508021.9,22.67,92.2,63,3152
3,21525,3,5,1988,27.25,30.875,13.8,75,0.95,1.1,8.3,435303.7,751187.5,24.88,89.36,20,57427.04407
20,1060,3,1,1997,6.33333333333333,30.9,16.6666666666667,81,0.6,1.53333333333333,8.53333333333333,725903.3,508021.9,22.67,92.2,63,730
7,17900,3,6,1976,2.25,28,12.75,72.25,0.5,0.875,6.724,365790.2,834718,25.63,88.66,37,13525.3437
14,43455,3,6,1971,5.75,29.525,16.85,72.75,0.8,1.275,7.7,420062.7,562498.8,23.17,89.22,7,17631.44845
5,598460,1,1,1972,3.66666666666667,32.2333333333333,14.5333333333333,72.3333333333333,0.333333333333333,1.03333333333333,7.24141414141414,621445.2,596963.4,23.48,91.19,10,247985
10,0,4,1,2002,37.3333333333333,30.5333333333333,13.5,82.6666666666667,0.4,1.4,6.53333333333333,420062.7,562498.8,23.17,89.22,7,0
3,74740,2,5,2008,0.75,30.6,15.25,76.5,1.35,1.1,6.425,435303.7,751187.5,24.88,89.36,20,385854.79702
15,151785,4,1,1986,33.3333333333333,29.7,15.4,74.6666666666667,1,2,7.56666666666667,540975.3,737535.8,24.75,90.41,19,109905
16,48915,1,1,1982,25.6666666666667,29.1,13.9,68.6666666666667,0.2,0.866666666666667,7.30689655172414,610851.8,524433.6,22.83,91.08,6,19945
9,48025,5,3,2008,326.666666666667,35.7666666666667,24.1666666666667,82,1.3,4.63333333333333,5.9,540975.3,737535.8,24.75,90.41,19,100581
14,3881,2,5,2009,2.25,31.85,13.15,76.5,3.5,0.9,5.2,420062.7,562498.8,23.17,89.22,7,38253.46393
17,0,4,3,1970,174.666666666667,40.1333333333333,25.2,72.3333333333333,4.4,4.36666666666667,6.87126436781609,402483.2,667640.8,24.12,89.04,14,0
3,70,3,2,2004,395,34.45,26.2,84.5,1.2,5.9,5.05,435303.7,751187.5,24.88,89.36,20,30
7,336915,3,2,1982,310.5,34.35,25.65,83,1.05,6.35,4.748,365790.2,834718,25.63,88.66,37,125010
6,31330,4,1,1987,13.3333333333333,30.4666666666667,16.3,73.3333333333333,0.333333333333333,1.63333333333333,8.06666666666667,540098.6,629248.4,23.78,90.39,9,18420
8,10545,2,2,1987,380.5,33.65,26.05,87.5,2.55,6.3,4,483877.3,610719.3,23.61,89.84,9,9925
19,59225,2,2,1989,237,35.7,25.45,87.5,1.7,5.9,5.2,353944.9,693386.6,24.35,88.56,20,35480
19,0,2,5,1976,6,31.65,14.15,67.5,0.275,0.975,7.53214285714286,353944.9,693386.6,24.35,88.56,20,0
7,15665,3,5,1991,14,28.275,12.075,78.75,0.775,1.025,6.925,365790.2,834718,25.63,88.66,37,46015.93095
14,50520,2,3,1993,238.666666666667,36.6333333333333,24.3333333333333,80,2.9,4.56666666666667,6.5,420062.7,562498.8,23.17,89.22,7,56813
12,20310,4,1,1987,18.3333333333333,30.0333333333333,15.7666666666667,79.3333333333333,0.633333333333333,2.06666666666667,7.83333333333333,456632.4,521635.7,22.8,89.58,4,16835
23,70450,3,6,2000,1.25,28.825,14.35,79.5,0.5,0.925,7.125,491982.91,683166,24.15,89.55,10,53627.3815
8,140,2,1,1971,22.3333333333333,27.9666666666667,14.0333333333333,76,0.4,0.833333333333333,7.31379310344827,483877.3,610719.3,23.61,89.84,9,110
18,0,4,1,1978,34.6666666666667,30.5,16.7333333333333,74.6666666666667,0.666666666666667,0.866666666666667,6.84367816091954,534986.1,472575.7,22.36,90.34,3,0
19,0,4,2,1994,188.5,34.4,26.25,84,1.5,5.55,5.25,353944.9,693386.6,24.35,88.56,20,0
20,18710,2,2,1981,354.5,32.85,25.3,85,1.85,5.7,4.2462962962963,725903.3,508021.9,22.67,92.2,63,16470
8,0,2,5,1981,29,30.225,14.875,71.5,0.275,0.725,7.47672413793103,483877.3,610719.3,23.61,89.84,9,0
12,0,4,1,2007,59.6666666666667,29.7666666666667,16.2333333333333,82.3333333333333,0.333333333333333,1.4,5.96666666666667,456632.4,521635.7,22.8,89.58,4,0
22,148660,2,2,1986,616,35.55,23.35,87.5,1.3,6.8,3.65,694533.2,752277.9,24.88,91.93,35,104645
17,2849,5,3,2013,171.666666666667,38.2666666666667,24.9,76,2.26666666666667,5.06666666666667,5.7,402483.2,667640.8,24.12,89.04,14,5814
18,0,4,1,1987,36.6666666666667,29.7666666666667,16.8333333333333,80.3333333333333,1.33333333333333,1.83333333333333,5.86666666666667,534986.1,472575.7,22.36,90.34,3,0
19,281000,1,1,1971,32.3333333333333,29.6333333333333,14,75.3333333333333,0.9,1.1,7.30761904761905,353944.9,693386.6,24.35,88.56,20,92900
4,1220,4,3,1986,380.666666666667,35.6333333333333,24.3333333333333,79,5.16666666666667,4.26666666666667,6.83333333333333,684570.9,471415,22.34,91.79,6,1278
2,0,4,2,1984,439.5,34,25.25,90,1.2,7,3.85,536809.8,510151.9,22.7,90.36,4,0
22,445960,3,1,1973,7,28.2333333333333,14.6666666666667,74.6666666666667,0.9,1.4,9.06666666666667,694533.2,752277.9,24.88,91.93,35,217305
11,3020,3,1,2006,42.6666666666667,30.0666666666667,16.1666666666667,83.6666666666667,0.5,2.33333333333333,6.8,725903.3,508021.9,22.67,92.2,63,2179
3,8770,3,2,1993,349,34.15,26.2,86.5,1.7,5.9,4.65,435303.7,751187.5,24.88,89.36,20,3520
3,990,2,2,1993,349,34.15,26.2,86.5,1.7,5.9,4.65,435303.7,751187.5,24.88,89.36,20,660
5,445,3,3,2007,293.333333333333,35.5,24.3,84,1.4,4.46666666666667,6.73333333333333,621445.2,596963.4,23.48,91.19,10,351
4,7379,3,5,2009,6.25,30.775,16.85,78.25,3.575,1.325,6.75,684570.9,471415,22.34,91.79,6,37378.22979
17,4140,4,3,1987,110.666666666667,40.4,23.2333333333333,70.6666666666667,2.56666666666667,3.33333333333333,7.46666666666667,402483.2,667640.8,24.12,89.04,14,4427
21,17650,3,2,2002,434.5,35.35,25.95,87,1.25,6.7,3.45,426172.9,844822.3,25.72,89.26,34,9420
19,36300,3,4,2000,145.75,37.5,22.725,77,1.225,3.775,6.525,353944.9,693386.6,24.35,88.56,20,134670
21,24700,3,4,2011,152,35.375,22.025,77.25,2.475,4.825,6.675,426172.9,844822.3,25.72,89.26,34,126464
16,408226,3,1,2004,8.33333333333333,29.0333333333333,17.2,78.3333333333333,0.466666666666667,0.766666666666667,7.83333333333333,610851.8,524433.6,22.83,91.08,6,195984
12,54220,3,2,1992,226,35.2,25.45,87,1.9,5.65,3.85,456632.4,521635.7,22.8,89.58,4,26070
12,76400,3,2,1974,617,35.6,25.95,86,3.1,7.05,4.12666666666667,456632.4,521635.7,22.8,89.58,4,23885
1,0,3,3,1981,327.333333333333,33.2666666666667,23.5333333333333,81,4.4,5.03333333333333,5.53333333333333,684570.9,471415,22.34,91.79,6,0
4,59,3,6,2005,7.75,32.15,17.575,79.5,0.425,1.15,6.7,684570.9,471415,22.34,91.79,6,20.94389
18,840,2,3,2001,508,36.1333333333333,24.8666666666667,86.3333333333333,1.43333333333333,5.23333333333333,4.86666666666667,534986.1,472575.7,22.36,90.34,3,920
23,403316,2,3,2011,189.666666666667,36.3666666666667,23.8,78.6666666666667,2.5,4.33333333333333,6.33333333333333,491982.91,683166,24.15,89.55,10,642686
19,68890,3,6,2008,2,30.4,14.1,79,1.3,1.075,7.025,353944.9,693386.6,24.35,88.56,20,69503.95243
6,464540,2,3,1997,177.666666666667,35.4666666666667,23.8666666666667,78,0.833333333333333,4.33333333333333,6.83333333333333,540098.6,629248.4,23.78,90.39,9,640706
10,1755,2,2,1969,337,34.2,25.65,88.5,3.1,6.3,4.95,420062.7,562498.8,23.17,89.22,7,2275
18,0,3,4,2006,220,36.875,24.475,81,0.75,4,6.7,534986.1,472575.7,22.36,90.34,3,0
21,390030,3,4,1973,291.75,33.1,21.225,84,0.975,3.375,6.63857142857143,426172.9,844822.3,25.72,89.26,34,1109665
14,159870,3,2,1997,316.5,36,26.2,88.5,1.85,6.2,3.6,420062.7,562498.8,23.17,89.22,7,79430
20,8420,3,2,1992,290,34.95,24.2,83,0.9,5.95,4.4,725903.3,508021.9,22.67,92.2,63,3940
9,31994,3,4,2009,153,35.525,23.075,80.5,1.05,3.95,6.075,540975.3,737535.8,24.75,90.41,19,139814
23,0,4,3,2003,251.333333333333,37.1333333333333,24.1,80,1.06666666666667,4.56666666666667,6.63333333333333,491982.91,683166,24.15,89.55,10,0
13,10890,1,1,1994,3.33333333333333,29.7,13.6333333333333,69.6666666666667,0.466666666666667,1.7,6.7,540975.3,737535.8,24.75,90.41,19,5280
9,550,4,2,1994,275,34.25,26.2,83,1.95,6.15,5.15,540975.3,737535.8,24.75,90.41,19,180
9,0,5,3,2000,416.333333333333,36.4,23.8666666666667,85,2,5.3,5.03333333333333,540975.3,737535.8,24.75,90.41,19,0
11,0,5,3,1989,204.666666666667,35.8333333333333,24.8666666666667,75,1.23333333333333,3.83333333333333,5.86666666666667,725903.3,508021.9,22.67,92.2,63,0
21,3320,2,2,1971,368,35.6,25.75,85.5,1.35,5.2,4.74714285714286,426172.9,844822.3,25.72,89.26,34,5310
21,0,4,2,1983,487.5,34.75,26.3,84,1,5.95,5.35,426172.9,844822.3,25.72,89.26,34,0
13,17730,4,3,1991,453,34.7666666666667,21.4666666666667,83.6666666666667,1.76666666666667,5.5,3.8,540975.3,737535.8,24.75,90.41,19,19092
2,39815,2,3,1986,179,36.0666666666667,24.2666666666667,83.3333333333333,1.23333333333333,4.63333333333333,7.06666666666667,536809.8,510151.9,22.7,90.36,4,45012
15,429860,3,1,1990,3.33333333333333,30.2333333333333,13.5,76,0.4,1.56666666666667,6.96666666666667,540975.3,737535.8,24.75,90.41,19,208890
5,36890,3,5,1974,27,29.8,15.75,66,1.15,1.2,7.4,621445.2,596963.4,23.48,91.19,10,139519.3767
7,15714,3,5,2011,3.25,29.375,13.1,76.25,1.625,1.225,6.35,365790.2,834718,25.63,88.66,37,71730.61863
18,0,4,3,2007,206.333333333333,36.0333333333333,25.3666666666667,85.3333333333333,1.16666666666667,4.6,6.4,534986.1,472575.7,22.36,90.34,3,0
4,110450,3,1,1988,24.3333333333333,30.5666666666667,17.1,73.3333333333333,1.4,1.43333333333333,8.03333333333333,684570.9,471415,22.34,91.79,6,66370
3,650600,2,3,2002,220.333333333333,35.5,23.9,82.6666666666667,1.3,5.03333333333333,6.1,435303.7,751187.5,24.88,89.36,20,853380
3,0,5,3,1985,261.666666666667,36.9666666666667,24.1666666666667,76,1.73333333333333,3.76666666666667,6.93333333333333,435303.7,751187.5,24.88,89.36,20,0
12,222220,2,1,1992,23.3333333333333,30.1333333333333,14.5,78.6666666666667,0.866666666666667,1.13333333333333,7.4,456632.4,521635.7,22.8,89.58,4,214400
20,24670,2,1,2001,33.6666666666667,30.6666666666667,15.8333333333333,85,0.2,1.9,7.33333333333333,725903.3,508021.9,22.67,92.2,63,28790
18,158700,3,2,1995,680.5,34,26,88,1.25,6.5,3.45,534986.1,472575.7,22.36,90.34,3,68180
18,56418,2,2,2009,700,35,26.15,91.5,2.05,6.4,4.05,534986.1,472575.7,22.36,90.34,3,51929
13,21890,3,6,1980,15,30.35,14.425,62,0.75,1.75,7.775,540975.3,737535.8,24.75,90.41,19,13563.92455
21,9753,3,6,2008,0,29.4,15.025,80.75,1.325,1.55,6.3,426172.9,844822.3,25.72,89.26,34,9370.73731
11,3050,4,2,1985,467,34.2,24.4,85,1.1,6.3,4.2462962962963,725903.3,508021.9,22.67,92.2,63,1905
20,22050,4,1,1981,8,30.1333333333333,18.3,78.3333333333333,1.5,2.86666666666667,7.44814814814815,725903.3,508021.9,22.67,92.2,63,13530
3,0,5,3,1986,167,37.6666666666667,23.8,79.3333333333333,1.46666666666667,3.86666666666667,7.26666666666667,435303.7,751187.5,24.88,89.36,20,0
12,0,2,5,1971,3.5,31.9,15.8,74.25,0.35,0.975,7.62583333333333,456632.4,521635.7,22.8,89.58,4,0
18,105140,3,2,2008,661,33.65,25.95,90.5,0.8,6.2,3.75,534986.1,472575.7,22.36,90.34,3,59440
16,1080,3,6,1991,40.25,28.375,16.275,82,0.35,1.3,6.925,610851.8,524433.6,22.83,91.08,6,451.9471
22,433450,1,1,1982,2,29.2333333333333,13.8,73,0.9,1.5,7.86666666666667,694533.2,752277.9,24.88,91.93,35,181535
16,0,1,1,2013,0,30.6,18.2,79,2.9,1.2,6.7,610851.8,524433.6,22.83,91.08,6,0
13,0,4,1,1975,1.33333333333333,29.5,14.7,75.6666666666667,0.066666666666667,1.16666666666667,6.76476190476191,540975.3,737535.8,24.75,90.41,19,0
22,466,3,6,2009,0.25,31.575,15.5,71.75,3.075,1.6,6.9,694533.2,752277.9,24.88,91.93,35,426.59397
16,0,5,3,2001,471.333333333333,35.5666666666667,24.6333333333333,82.6666666666667,1.43333333333333,4.46666666666667,6.3,610851.8,524433.6,22.83,91.08,6,0
15,375460,3,1,1979,10.3333333333333,29.9,15.4333333333333,77.3333333333333,0.666666666666667,1.46666666666667,8.5,540975.3,737535.8,24.75,90.41,19,165520
8,0,4,2,1973,337.5,33.05,24.5,86,1.8,6.1,4.69482758620689,483877.3,610719.3,23.61,89.84,9,0
10,591570,3,2,1977,200,34.6,25.95,86,3.15,5.45,5.1,420062.7,562498.8,23.17,89.22,7,221230
22,212340,1,1,1996,0.333333333333333,32.8333333333333,15.5666666666667,80.6666666666667,0.9,3.1,2.36666666666667,694533.2,752277.9,24.88,91.93,35,106530
22,550420,3,1,1986,36.6666666666667,30.3333333333333,14.0666666666667,75,1.13333333333333,1.76666666666667,8.36666666666667,694533.2,752277.9,24.88,91.93,35,269120
21,9690,3,5,1997,10.25,28.6,13.4,82.25,0.8,2.35,6.75,426172.9,844822.3,25.72,89.26,34,23594.94555
19,0,5,3,1977,337.666666666667,37.1333333333333,22.9,80.6666666666667,1.53333333333333,4.7,6.98571428571429,353944.9,693386.6,24.35,88.56,20,0
11,0,5,3,2003,480.333333333333,37.2666666666667,23.8333333333333,79.3333333333333,0.766666666666667,4.13333333333333,5.86666666666667,725903.3,508021.9,22.67,92.2,63,0
21,860715,2,3,2000,379,36.4666666666667,23.5333333333333,82.3333333333333,1.76666666666667,5.16666666666667,5.73333333333333,426172.9,844822.3,25.72,89.26,34,1102000
17,169422,2,3,2012,99,40.9333333333333,25.2,74,2.5,3.96666666666667,6.93333333333333,402483.2,667640.8,24.12,89.04,14,290844
11,0,4,2,2010,400,35.55,25.3,84,2.1,5.45,4.35,725903.3,508021.9,22.67,92.2,63,0
21,321445,2,1,1988,14.3333333333333,28.2333333333333,13.8666666666667,80.3333333333333,1.13333333333333,1,7.9,426172.9,844822.3,25.72,89.26,34,253030
16,10725,4,3,1976,272.333333333333,32.5333333333333,24.6,81,1.63333333333333,4.36666666666667,6.0632183908046,610851.8,524433.6,22.83,91.08,6,8901
16,4320,3,4,1988,298.75,34.875,23.525,81.75,1.475,4.025,6.65,610851.8,524433.6,22.83,91.08,6,7980
3,0,1,1,1991,37.3333333333333,29.8666666666667,14.0666666666667,79.3333333333333,0.533333333333333,1.2,6.76666666666667,435303.7,751187.5,24.88,89.36,20,0
23,189375,2,1,2013,1,31.65,14.7,79.5,1.5,0.7,6.55,491982.91,683166,24.15,89.55,10,205632
12,807360,3,1,1975,6.66666666666667,29.7666666666667,15.8,71.6666666666667,0.733333333333333,1.06666666666667,7.49,456632.4,521635.7,22.8,89.58,4,386155
6,0,4,2,1975,433,33.3,25.7,87,1.5,6.2,5.65,540098.6,629248.4,23.78,90.39,9,0
18,0,5,3,1997,242.666666666667,34.9,23.6666666666667,85,1.5,4.83333333333333,5.16666666666667,534986.1,472575.7,22.36,90.34,3,0
6,0,4,2,2000,313,35.1,26.45,80.5,1,6.25,4.85,540098.6,629248.4,23.78,90.39,9,0
18,0,3,5,1987,32.25,30.3,16.725,79.25,1.25,1.775,6.075,534986.1,472575.7,22.36,90.34,3,0
18,2110,4,1,1991,7.33333333333333,28.7666666666667,15.7333333333333,79,0.433333333333333,1.33333333333333,5.83333333333333,534986.1,472575.7,22.36,90.34,3,1180
2,0,4,2,1982,408,33.05,25.75,87.5,1.5,5.9,4.8,536809.8,510151.9,22.7,90.36,4,0
6,96020,3,3,1971,256.666666666667,34.2666666666667,24.2333333333333,77.6666666666667,1.76666666666667,4.83333333333333,6.9,540098.6,629248.4,23.78,90.39,9,55800
23,2186,3,2,2010,166.5,35.6,26.45,83,2.3,5.5,4.95,491982.91,683166,24.15,89.55,10,767
7,49335,2,2,1983,531.5,35.5,25.55,82.5,0.9,5.6,4.748,365790.2,834718,25.63,88.66,37,45455
9,68810,3,6,1995,28.75,28.95,14.975,75,0.6,1.3,6.85,540975.3,737535.8,24.75,90.41,19,57816.1595
5,28465,3,6,1973,40,29.6,14.625,70.25,0.55,1.125,7.4,621445.2,596963.4,23.48,91.19,10,16687.87109
7,355,4,3,1984,265.333333333333,37.7333333333333,23.3333333333333,71.6666666666667,1.26666666666667,4.53333333333333,6.5,365790.2,834718,25.63,88.66,37,501
7,55839,5,3,2011,219.666666666667,36,23.4,78.6666666666667,1.73333333333333,4.3,6.43333333333333,365790.2,834718,25.63,88.66,37,106055
6,5161,2,5,2011,2.75,30.975,16.175,64.75,2.025,1.325,5.55,540098.6,629248.4,23.78,90.39,9,45782.24123
10,8448,2,5,2004,12.25,31.425,14.475,80.25,0.4,1,6.9,420062.7,562498.8,23.17,89.22,7,82848.51729
4,5235,3,5,1996,9.75,30.75,16.575,76.25,0.975,1.525,7.875,684570.9,471415,22.34,91.79,6,24587.02455
7,0,5,3,2006,182.666666666667,37.4333333333333,23.5333333333333,79.3333333333333,0.633333333333333,4.83333333333333,5.86666666666667,365790.2,834718,25.63,88.66,37,0
8,219360,2,3,1989,209.666666666667,38.1666666666667,24.9666666666667,79,3.6,3.7,7.2,483877.3,610719.3,23.61,89.84,9,349079
17,680,2,2,2003,110.5,35.5,26.45,85,1.5,5.45,6,402483.2,667640.8,24.12,89.04,14,530
19,136,1,1,2012,34,28.7,12.5,80.6666666666667,1.73333333333333,1.66666666666667,5.4,353944.9,693386.6,24.35,88.56,20,50
15,29820,3,4,1995,237.75,36.225,22.9,74.75,2.05,3.975,6.025,540975.3,737535.8,24.75,90.41,19,94530
14,8230,3,1,1991,34.3333333333333,29.5,13.3333333333333,80.3333333333333,0.366666666666667,1.63333333333333,6.2,420062.7,562498.8,23.17,89.22,7,4850
22,1820,3,4,2000,557,34.85,21.825,82.5,1.825,5.45,5.1,694533.2,752277.9,24.88,91.93,35,6150
18,576510,3,1,1973,17.3247863247863,28.9,16.9333333333333,79.2393162393163,1.03333333333333,2.53333333333333,6.84367816091954,534986.1,472575.7,22.36,90.34,3,128930
7,411945,3,2,1973,379,32.4,25.95,84.5,0.85,5.75,4.748,365790.2,834718,25.63,88.66,37,151325
21,46080,4,1,1990,12.6666666666667,28.8333333333333,13.4333333333333,79.6666666666667,0.866666666666667,1.06666666666667,7.76666666666667,426172.9,844822.3,25.72,89.26,34,32940
15,0,5,3,1993,460,34.5,23.1,81.3333333333333,2.1,5.26666666666667,5.43333333333333,540975.3,737535.8,24.75,90.41,19,0
16,109930,2,3,2006,334.333333333333,36.7666666666667,25.2,81.3333333333333,1.3,4.4,6.3,610851.8,524433.6,22.83,91.08,6,156504
23,215400,2,3,1993,349.666666666667,35.6333333333333,23.2333333333333,81.6666666666667,1.8,4.9,6.26666666666667,491982.91,683166,24.15,89.55,10,286534
3,0,4,3,2008,208.666666666667,36.5,24.4666666666667,77,1.23333333333333,3.93333333333333,5.96666666666667,435303.7,751187.5,24.88,89.36,20,0
5,170895,3,4,1969,279.25,35.85,23.1,80.75,1.75,2.55,6.80454545454546,621445.2,596963.4,23.48,91.19,10,540030
15,503900,2,1,2013,0,31.4,14.85,81.5,0.8,1,5.2,540975.3,737535.8,24.75,90.41,19,519377
18,188670,3,2,2003,410.5,35.45,26.35,90.5,1,5.65,4.7,534986.1,472575.7,22.36,90.34,3,101130
18,0,4,2,1976,472.5,31.4,25.95,88.5,1.95,6.3,3.37413793103449,534986.1,472575.7,22.36,90.34,3,0
14,48085,2,2,1988,282,34.25,26.3,87,3.3,6.6,3.35,420062.7,562498.8,23.17,89.22,7,37920
14,1450,3,5,1969,22.25,30.125,13.675,69.25,1.175,1.575,9.2,420062.7,562498.8,23.17,89.22,7,6823.2989
19,15640,4,1,1995,15,29.2666666666667,13.8666666666667,75.3333333333333,0.566666666666667,1.53333333333333,7.33333333333333,353944.9,693386.6,24.35,88.56,20,7790
6,0,4,1,1976,2.66666666666667,29.5,14.6333333333333,70.3333333333333,0.333333333333333,1.46666666666667,8.06666666666667,540098.6,629248.4,23.78,90.39,9,0
